text,label
Lov om forældelse af fordringer (Forældelsesloven) (Jan II).,0
"Ja, så er der jo to muligheder.",0
"Så jeg synes, det er påfaldende, at man ikke kan  sammenkæde disse forslag om regioner med de forslag til  politikredse, der ligger på bordet.",0
"Hvordan har  Socialdemokratiet af regeringen fået forklaret, at fortsætter  betyder forstærker?",0
Ret til arbejde og mindre stress!,1
"Nej, vi prøver på, at vi, ifald det skal realiseres, får det gjort på den rigtige måde første gang.",0
"Jeg synes sådan set, at det er en meget stor fordel, at hvis forslaget om nitrat og nitrit bliver gennemført, hvilket jeg ikke håber at det gør – jeg vil jo gerne understrege, at i Venstre støtter vi fuldstændig op om regeringens store arbejde på EU-plan for netop ikke at få det her forslag gennemført – får økologiproducenterne lov til ligefrem at anprise, ligefrem at skilte med, at de ikke bruger nitrit og nitrat.",1
"Det var jo den ekspert, vi havde inde til høringen i  Arbejdsmarkedsudvalget, og som nedsablede regeringens forslag  som værende komplet utilstrækkelige, for de led under det  hastværk, som lovforslaget har været fremsat i.",0
"Nu oplever vi altså VK-regeringen, her med en  Venstreminister i spidsen, etablere mere bureaukrati, flere  regler, mere dirigering af, hvad folkevalgte i kommuner og  amter skal bruge deres tid og kræfter på.",0
"Z IKKE INVITERET  Fremskridtspartiet havde selvfølgelig helst set, at regeringen havd droppet yderligere forhandlinger med Auken og i stedet havde inviteret Fremskridtspartiet til et ikke-socialistisk samarbejde.",0
Det sagde De Konservative før valget her.,0
"Grundskylden må tilfalde kommunerne fuldt ud og kunne udskrives  med så store procentsatser, at en væsentlig del af beskatningen kan lægges på grundværdierne til aflastning af indkomstbeskatningen.",0
"Jeg prøvede også at gøre opmærksom  på, at vi har to dele i lovforslaget.",0
"Det er dem, jeg har fået præsenteret, og det er dem, jeg har videregivet til Folketinget.",0
"Det er sådan set det, jeg spørger ministeren om.",0
"Det, vi er enige om, er, at dialog og vejledning er meget godt og konstruktivt.",1
Jeg siger mange tak for svaret.,0
"Så jeg tror ikke, det er ét initiativ, der skal til.",0
"Ja tak, men det var jo i princippet defineret af den  angribende magt, og på den måde er det jo også en  missionerende holdning, må man da sige.",0
"Hvad er den store filosofi i, at De Konservative nu vil forhindre, at arbejdsgiverne får den arbejdskraft til rådighed med de rigtige uddannelser, når de har brug for den?",0
Man skulle tage hensyn til stort set alle.,1
"Vi  har et tilfælde, hvor en metastase er blevet minimeret, som  det jo sker ved den stereotaktiske strålebehandling, hvor man  kan gå ind og operere en patient, så han måske bliver  fuldstændig helbredt.",0
Den gennemsnitlige ventetid på operationer er faldet 37 dage siden 2001.,0
"Beskæftigelse  Produktion i offentligt regi, der konkurrerer med privat produktion, skal undgås.",0
"De der ikke forstår klassekampens internationale betydning, vil være tvunget til at holde sig inden for privatkapitalismens rammer.",0
"Der er ikke en grænse på 4 timer, og der bliver heller ikke en grænse på 15 timer.",0
"Nu er det ikke nok, at ordføreren bare taler om, at det må vi gøre noget ved, at det må vi se på, osv., jeg vil gerne have at vide helt konkret: Hvad vil Det Radikale Venstre anbefale regeringen at foretage sig for at forhindre, at for 14.000 mennesker, som er i arbejde, kan det bedre betale sig ikke at være i arbejde?",1
Under uddannelsen kommer en arbejdsløs ind i vikariatet.,0
"Man skal antages, fordi man er den bedst egnede og ikke, fordi man repræsenterer et bestemt køn.",1
Den forsikring skal være på plads.,0
"Regeringen har fået vedtaget en lovpakke, der sigter mod at afhjælpe de såkaldte »samspilsproblemet« for pensionister.",0
De har det afgørende ansvar for deres børn.,0
"Erfaringerne viser, at det ikke er alle de større partier, der opfylder disse betingelser.",0
"En stemme til kommunisterne kan blive indledningen til den nye politik, der er behov for - derfor kommunister!",0
"Jeg synes et eller andet sted, at fru Irene Simonsen lidt for ofte bruger det udtryk, som jeg har hørt fru Irene Simonsen bruge mange gange, nemlig: Lad os se på tingene i helikopterperspektiv.",0
"Jamen det er rart at høre, at skatteministeren nu anerkender, at det med at sætte skatten ned øger arbejdsudbuddet, og det gør det mere attraktivt at være i beskæftigelse.",0
"Der er så mange mærkelige stater rundtom i verden med de mest utrolige diktatursystemer, som vi opretholder diplomatiske forbindelser med, og sådan skal det være.",1
"Det kan være, at man går med meget lidt tøj på eller med  meget tøj på, og at man går med hiphoptøj på, eller man går  med jakkesæt og slips på.",0
Det tror jeg ikke han vil.,0
Dyrere benzin - Auken vil have en literpris på 16 kr.,0
"Vi mener ikke, at det grundlæggende er penge, det handler om, men holdningsændringer.",0
Strålekapaciteten udbygges med 65 pct. fra 1998 til 2005.).,0
"Men billedet er jo også meget forskelligt over det ganske  land, ikke mindst på boligområdet.",0
"De er godt nok kommet, 2-3 år efter at vi foreslog, de skulle komme første gang, men sådan er det jo i politik.",0
"Min konklusion er altså, at jeg ikke kan støtte  Kristeligt Folkepartis forslag.",1
Erhvervslivet skal have tilbageført deres afgifter.,1
Tilfredse brugere og tilfredse medarbejdere er to sider af samme sag.,0
Det er dog klar  tale.,0
Ud fra det fundament er Socialdemokratiet åben over for  at forbedre og modernisere mulighederne for nedrustning.,0
"Hvis vi går tilbage og ser på mediestøttens historie, står der ganske vist i bemærkningerne til lovforslaget, at der har været givet distributionsstøtte i flere hundrede år.",0
"Man kan ikke, på trods af at  man har flertallet.",0
"Den vil åbenbart heller ikke leve op til løfterne om, at EU aldrig skulle komme til at blande sig i vores regler om velfærdsydelser, selv om det er tydeligt, at EU-indblanding også på dette område fremmer social dumping.",1
"Socialdemokratiet har altid lagt afgørende vægt på, at der sikres tryghed også for dem, der ikke kan tage direkte del i produktionen.",0
Leif Lahn Jensen fortælle om Lonnie flere gange.,0
"Vedrørende de øvrige delelementer af denne del af forslaget, som også pålægger kommunerne en lang række forpligtelser, mener Venstre, at der ligeledes er behov for, at vi lige overvejer en ekstra gang, hvad det nu er, vi er i gang med at pålægge landets mange kommuner.",0
Der er ikke tale om noget huslejestop.,0
"Det er Folketingets flertal, der beslutter det, altså, de partier, der i september mente, det var forsvarligt at gå ind for en kickstart under de daværende økonomiske konditioner for landet, påtvinger sig nu selv den spændetrøje, at hvis den tilsvarende situation opstår i fremtiden, vil man ikke være i stand til at gennemføre den selv samme kickstart, medmindre man får lov.",1
"Men det er jo et forhold for Region Hovedstaden og for regionsrådets formand, Vibeke Storm Rasmussen, at tilrettelægge butikken på en sådan måde, at det ikke skulle være nødvendigt.",0
"Om det så i praksis vil betyde, at der bliver et bedre samarbejde, kan vi håbe på.",0
"Derfor er der områder i Danmark, hvor der er en stor overrepræsentation af personer med sociale eller ækonomiske udfordringer, mens andre områder er helt blottede for den side af samfundet.",0
"Naturligvis er det væsentligt for os, at det her ikke betyder, at straffen bliver mindre, men at der er nøjagtig den samme straf, og at skærpelsesmuligheden blot træder ind lidt tidligere, og at det giver mulighed for, at den samme forseelse straffes med nøjagtig den samme straf.",1
For ministeren har jo i et svar af 26. april ...,0
"Og når min kones morfar så også bliver trukket frem i debatten og bliver brugt som rambuk, bliver jeg jo i virkeligheden helt mundlam – men det er fint nok.",1
"For et år siden fremsatte vi derfor et beslutningsforslag, som havde en række elementer, der netop skulle styrke den private ejendomsret.",0
"Mode- og tekstilbranchen er en af de mest forurenende og ressourceforbrugende industrier i verden, og vi vil derfor gerne være med til at fremme den offentlige efterspørgsel og dermed også markedet for mere bæredygtige tekstiler.",1
"Simon Emil Ammitzbøll selv indledte med at sige, at en revisionsbestemmelse kan give anledning til sådan en debat.",0
Kombineret med 2025-planens jobskabende effekt er det med til at give hele samfundet et mærkbart løft og få rigtig mange mennesker ud af offentlig forsørgelse og ind i fællesskabet.,0
"Det, der normalt kendetegner en kolonimagt, er, at man tager ud for at udnytte et område.",1
Det synes jeg er et rigtigt  spørgsmål at stille.,0
Det har vi set bl. a.,0
"Så er der det forslag om, at løn- og arbejdsvilkår for fleksjob skal fastsættes i samarbejde med fagbevægelsen.",0
Her hjemme har vi set kriminaliseringen af de fysiske blokader og politivolden anvendt mod faglige aktioner.,0
"ET SYSTEMSKIFTE ER NØDVENDIG Hvis SFs politiske mål skal blive til virkelighed, skal vi have et politisk systemskifte i Danmark.",0
Og der vil jeg sige: Vi står altså ikke alene med det.,0
"De kommende års største politiske opgave er at sikre, at Danmark også i fremtiden kan forene velfærd og beskæftigelse i den nye verden.",0
Her forudsætter regeringens finanslovforslag en besparelse på 125 mio. kr. det første år.,0
"Derfor er det fornuftigt at samle den overordnede viden,  vi har i dag fra Forebyggelsespolitisk Råd, Alkoholpolitisk  Kontaktudvalg og Tobaksskaderådet, i et center, samtidig med  at der nedsættes et nationalt råd.",0
"Bjarne Laustsen i, at vi skal sikre en nogenlunde ensartet håndhævelse - eller jeg skulle måske sige: så ensartet, som det nu kan lade sig gøre - for tit og ofte vil der jo være forskellige ting, der gør sig gældende i den konkrete situation.",0
"Ja, man kan jo dreje tingene, som man har lyst til.",0
"Det er ikke tilstrækkeligt, at forslag drøftes i Europa-udvalget.",0
Udkast til udtalelse fra det radikale venstres udvidede hovedbestyrelsesmøde søndag den 22.november 1981  Efter lo år med svage mindretalsregeringer og for mange folketing: valg har Danmark brug for et nyt politisk arbejdsmønster.,0
"Jeg vil  gerne spørge fru Lene Jensen: Forholder det sig også sådan,  at alle i den socialdemokratiske folketingsgruppe går ind for  kloning af dyr?",0
"Det giver et meget bedre grundlag at komme videre fra, også fordi det giver et bredt fundament til os alle sammen.",0
"Med nogen bæven bevæger jeg mig ind på den boldgade, som hr.",0
"Men i den  sammenhæng, det bliver sat ind, virker det uvilkårligt - og  det er jo også meningen - som om det er, fordi vi har haft en  løskurspolitik, hvor enhver, der følger lidt med, ved, at  Finland blev ramt lige i solar plexus, da det sovjetiske  marked faldt væk, og der var helt andre grunde til, at man  har haft en lavere vækst gennem 1990'erne og frem til nu.",0
Elsam skal ikke bestemme vor energipolitik.,0
"Er de rejste forventninger på uddannelsesområdet, på  kulturområdet, over for de svageste, f.eks. blevet indfriet?",0
"Nu er vi sådan set enige om, også med Enhedslisten, håber jeg, at vi gerne vil fastholde en befolkning derude i landdistrikterne, og derfor er vi i hvert fald nogle, der tager det lidt alvorligt, når man læser enkeltkommunernes høringsbidrag, bl.a.",1
"3 Retten til at fradrage renter af privat gæld begrænses gradvis, og der lægges loft over rentefradraget for ny gældsstiftelse.",0
Forældre skal frit kunne vælge skoleform for deres børn.,1
"Vi kender alle sammen Bøje-sagen, men der kunne også opstå sager i fremtiden.",0
"Det, der er vigtigt ved tab af erhvervsevne, er, at  erstatningen er fremadrettet og ikke bagudrettet som ved  tabt arbejdsfortjeneste, som jo altid modregnes, hvis  personen har modtaget offentlig forsørgelse.",0
"Man skal derimod lade sig lede af, hvad man hører.",0
"Hermed sluttede forhandlingen, og forslaget overgik derefter til anden (sidste) behandling.",0
"Homann ikke anerkende, at det, som er kommet frem fra Finansministeriet og fra Skatteministeriet om, at der ikke er provenumæssige konsekvenser i det her, er et spørgsmål om, at de fradrag, man får nu, ved pensionernes udbetaling kommer til beskatning, hvorved statskassen får sit?",0
"På de enkelte arbejdspladser skal de ansatte have meget større indflydelse på, hvordan efteruddannelsespengene bruges.",0
"Det gør jeg i øvrigt tit, det sker der ikke noget ved.",0
SF arbejder for en arbejdstid på 30 timer om     ugen.  -   Der skal skabes nye arbejdspladser.,0
"Jeg synes, at det er den rigtige måde, man har fået stykket det sammen på.",0
"Den valgmulighed er der så fremover kun med de her profitbørnehaver, hvis man har råd til at betale.",0
"Og så ønsker vi at gå videre endnu for at give tid til forældre og børn: CD ønsker, at den nuværende mulighed for at spare op til kapitalpension (30.000 kr’s fradraget) udvides.",0
"Og jeg vil gerne opsummere, hvorfor regeringen mener, som vi gør.",0
"Der havde Dansk Folkeparti et krav om, at det skulle gælde for alle områder, og det opnår vi nu.",0
"Der er rigtig meget, der taler for forslaget, ikke mindst de psykiske men, som også kan ødelægge forholdet mellem forældrene.",0
"Vi synes selvfølgelig også, at terrorisme skal bekæmpes, men det gøres ikke på den måde, vi ser i øjeblikket.",0
Se L 195 af 20. marts 1979.,0
Endelig skal løn- og uddannelsesstrukturen inden for erhvervslivet og på arbejdsmarkedet gøres mere enkel og fleksibel.,0
"Og 1,8 millioner danskere bor i et lægedækningstruet område.",0
"Reglerne er sådan, at din asylsag skal behandles i det land, du først ankommer til.",0
"Det er jo meget interessant, hvad der sker rundt om bordet, det skal vi selvfølgelig tage pejling af, men jeg er vældig interesseret i, hvad klimaministeren siger.",0
"For det er jo nogle af de allerallermest udsatte, vi snakker om, altså de her mennesker med handicap.",1
"DSB har forstået at  inddrage de fordele, som de faste forbindelser har givet, og  det er bestemt positivt.",1
Danmark har brug for en borgerlig regering.,1
"Så i grunden er det her måske udtryk for, at Dansk Folkeparti langsomt, men sikkert, er ved at have en lidt mere liberal tilgang til uddannelsespolitikken.",0
"Det er den ""vesteuropæiske storstat"", som Adolf Hitler drømte om - Neuropa under tysk førerskab.",0
Det internationale samarbejde om miljøproblemerne må også omfatte udviklingslandene.,1
"Nej, det var, fordi man kunne se, at der var behov for at skabe noget mere arbejdskraft.",0
"Så ja, måske er der, nej, ikke bare måske, der er grund til, at kritisere den måde, tingene er foregået på.",1
"Dermed er det, der er sket i Irak, også med til at cementere en række styrer i Mellemøsten og i den arabiske verden, som baserer sig på olie.",0
"Der er nogle ting, som jeg gerne vil spørge Venstre og De  Konservative om for at få fuldstændig klarhed over, hvad det  er for nogle intentioner, der ligger i forslaget.",0
"Når kontorsektorens ikke strengt nødvendige folk overføres til produktivt erhverv, altså til fremstilling af ydelser, som der er naturligt menneskelige behov for, vil Danmarks betalingsbalanceproblemer blive løst.",0
"Den meget høje valgprocent i  Spaniens valg i søndags var et godt eksempel på, at man som  demokrati kan reagere mod det anslag mod det velordnede  samfund, som terroraktionen er.",1
"Penge, der kunne bruges til sociale forbedringer og igangsættelse af arbejde, misbruges til spekulation og militær.",1
En gennemførelse af dette lovforslag vil åbne adgang til erhvervelse af jord uden købesum.,0
"Jesper Langballe, om han er  opmærksom på, at en meget væsentlig del af den modstand, der  har været i Palæstina, er ledet af kristne palæstinensere.",0
Den vesteuropæiske retstradition begynder med Magna  Charta i 1215.,0
"I dag er der alt for mange mennesker, der af forskellige årsager er marginaliserede i forhold til det danske samfund.",1
Vi kender det fra lande som Somalia og Rwanda.,0
"Om 15 vilde naturparker med et samlet areal, der svarer til hele Bornholm.",0
"Er der ikke behov for at sige: Det her er først og fremmest de kvinders tarv, og alle andre hensyn må vige, hvis det viser sig, at det kan være klogt og nødvendigt at udvide refleksionsperioden til op til 100 dage?",1
Hvad er nævnte danske Produktionsapparat blevet anvendt til?,0
"Der er allerede gjort gode erfaringer med Center for Socialøkonomi i København, og flere kommuner har gennemført tiltag for at understøtte deres socialøkonomiske virksomheder.",0
"For det første vil jeg sige, at jeg ikke sagde, vi skulle spare på forebyggelse.",0
"Det er selvfølgelig rigtigt, og  det er godt, og bl.a. derfor er man på den rigtige vej.",0
"Så hvad er det dog, man vil reagere  på?",0
"De seneste olietankskibsulykker ved Spaniens, Frankrigs og  Japans kyster har vist det internationale samfund, at de  eksisterende ordninger for olieskadeerstatninger trænger til  en udvidelse.",0
"Det er på det punkt, jeg ikke fik noget svar før, selv  om det var det, mit spørgsmål lige præcis gik på.",0
"Enhedslisten vil arbejde for et  samfund, hvor solidaritet, lige vilkår for alle, hensynet til menneskene og naturen er sat i centrum.",1
Jeg glæder mig meget til debatten.,0
"Vi har nedlagt noget, fordi vi  synes, det er overflødigt, og så mener vi stadig væk, at der  er behov for forskning på området, at der kan være behov for  at få afdækket en lang række spørgsmål, og det er så det, de  5 mio. kr., der nu bliver overført til  ligestillingsafdelingen, skal bruges til.",0
"For hvis vi ser på resultaterne, kan vi jo se, at resultaterne er bedre.",0
"Peter Skaarup bygger  sit synspunkt op om, altså at vi forsinker, bygger på en  teknikalitet, som i og for sig ikke er afgørende.",0
Reform af voksen- og efteruddannelserne med samling af ansvaret i undervisningsministeriet. /500 mia.kr. til efteruddannelse af kortuddannede.,0
"Jeg har lagt mærke til, at fru Lissa  Mathiasen taler om den S-ledede regering, den  socialdemokratisk ledede regering.",0
"Ja, vi er modstandere at det forslag, regeringen er kommet med, om, at man over en bred kam i alle ministerierne skal spare 1 pct.",0
Vi har prøvet at finde frem til et svar.,0
"For det første er spørgsmålet, om det giver ret meget  mere.",0
"Det er det, der er det konkrete spørgsmål.",0
"Denne bør være så vidtrækkende som muligt, uden at gå på kompromis med EF-samarbejdets principper.",1
Ny førsvarsordning indeholder de væsentligste principper i det oprindelige socialdemokratiske forslag med kortere tjenestetid og Øget effektivitet.,0
"Vi har været inde og sige, at det er ting, der skal bygges i fremtiden, og det mener vi selvfølgelig fortsat.",0
"Der er vores opfattelse, at i stedet for at indføre brugerbetaling skulle man øge kontrollen med de uddannelser, som har udenlandske studerende.",1
"Så det er noget, der  optager mange mennesker helt ind i Venstre.",0
"Mit udgangspunkt er som sagt, at det når vi  også, og vi vil inddrage Folketinget i den videre debat.",0
"Grænserne for EU-samarbejdet er dermed fastlagt, og hver dag foregår der jo her i Folketinget og i øvrigt i Folketingets Europaudvalg altså en livlig debat om, hvilke forslag der skal til for at fylde rammerne ud for vores deltagelse i EU-samarbejdet.",0
Store opgaver venter på at blive løst i de kommende år.,0
"Valget skal gøres til et opgør mellem solidaritet og privatisering, mellem fredspolitik og oprustning, mellem lønmodtagere og storkapital.",0
"Der er således ikke tale om en  forudgående miljøgodkendelse, som alle, der ønsker at drive  virksomhed, skal igennem.",0
"Verden udenfor rykker stadig nærmere, og vi har et medansvar for løsningen af de problemer, som krige, undertrykkelse af elementære menneskerettigheder jog naturkatastrofer skaber.",1
"Selvstændige med stærkt svingende indkomster bliver overbeskattet i dag, fordi der ikke er adgang til konjunkturudligning.",0
"Her tænker jeg ikke på, om man fejrer jul eller ramadan, eller om man hedder Henrik eller Hassan, eller hvilken mad der bliver sat på middagsbordet hjemme hos familien.",0
"Er ordføreren enig i, at han taler imod bedre vidende, når han står og slynger om sig med påstande om, at folk gerne må have lov at stoppe, bare de selv betaler?",1
Henrik Vestergaard har givet  udtryk for.,0
"Disse oplysningsskemaer, som nogenlunde løbende holdes ajour, tilstilles i kupi ejeren, der så kan gøre indsigelse, hvis han mener, at noget er forkert.",0
Christian Langballe er gået i Folketingssalen i dag.,0
"Nu har man så diskuteret i Udvalget for Forretningsordenen at ændre nogle ting tilbage igen, bl.a. med hensyn til spørgsmålet om medspørgere i spørgetiden om onsdagen, hvor man ikke længere skal melde sig i løbet af weekenden, men igen kan melde sig under debatten i salen, når man hører, hvordan tingene udvikler sig, og når man kan se, hvor aktuelt det er, og om man har mulighed for at være til stede.",0
"På den måde får alle et reelt frit valg, og der bliver ryddet ud i ventelisterne.",0
"Altså hvis  NATO-soldater af den ene eller den anden årsag besøger  Danmark, er de velkommen til at bære våben, mens de er i  Danmark.",1
"Samtidigt har vi indrettet et sundhedssystem, der primært fokuserer på behandling af sygdom – og hvor vi derfor sætter alt for sent ind.",1
"Men i Rusland, i Sovjetunionen,  er der aldrig lavet et retsopgør med Stalin, en grundig  opklaring af, hvad der skete i Stalintiden, og nu dukker det  autoritære styre frem igen, uden at nogen for alvor gør  indsigelse.",1
"Det kan ske  ved alternative hjælpemidler, som for eksempel en førerhund.",0
"Jeg vil godt starte med at sige, at jeg også er glad for, at vi har tirsdagens spørgetime til at få afklaret nogle ting, som borgerne gerne vil vide noget om.",0
Bedre dagpengeret og aktivering for de ældre.,0
"Så vil vi nedbringe statsgælden, og den rentebesparelse,  vi opnår, vil vi bruge direkte til målrettede  skattelettelser.",0
"Lars Løkke Rasmussen frejdigt, at Danmark er ude af krisen.",0
"EU er den bedste vej til fred, stabilitet og velstand i det Europa, vi er en del af.",1
Det ligger jo i forlængelse af den radikale politik.,0
"Er det det offentlige, der kan snyde på vægten, eller er det de private, der kan snyde på vægten?",0
"Det er ikke så meget det, at man forsøger at afvise dem, men mere interessant er det måske, hvad man ikke afviser i den sammenhæng.",0
"Det vil sige, at vi i virkeligheden  taler om måske 300.000, 400.000, 500.000 danskere, som skal  være omfattet af de her ordninger.",0
"Sådan er spillets regler, og det burde Enhedslisten efterhånden vide.",0
"Demokrati … på arbejdspladsen  skal sikre, at arbejdsgiverne fratages eneretten til at lede og fordele arbejdet.",1
"International lovgivning og samarbejdsaftaler skal sikre finansiel gennemsigtighed, opgør med skattely og at multinationale virksomheders skattebetalinger afspejler omsætningen i det enkelte land.",0
I Det Radikale Venstre ønsker vi en mangfoldighed og  forskellighed.,1
"Når det er ét menneske eller få mennesker, det drejer sig om, og som får krænket deres rettigheder, betyder det ikke så meget, så skal vi hellere lade kommunerne bruge deres ret til at foretage nogle skøn over, om det tjener almenvellet eller ej.",1
"Men må jeg sige: Grundholdningen i det, jeg siger, er,  at Folketinget ikke er berettiget til at uddelegere sin  lovgivningsmagt.",1
"FÆLLESMARKEDET ELLER NORDEN  Det er mere klart end nogensinde, at Danmark ikke hører hjemme i Fællesmarkedet.",0
algudtalelse vedtaget af Det Radikale Venstres hovedbestyrelse november 2001  Ansvarlighed og anstændighed  Vi ønsker et styrket mandat til Det Radikale Venstre.,0
"Et samfund, hvor der er plads til alle.",1
Det er godt hele tiden at have det overordnede billede siddende på nethinden: Hvorfor er vi der?,0
"Vi har sænket afgifter på energi, emballage og grænsehandelsvarer med 6 mia. kr. årligt.",0
"Det er sådan set også det, der har været baggrunden for, at vi allerede har taget en række initiativer på området, endda med støtte fra et af de partier, der er forslagsstiller.",0
"Men efter at have hørt ministerens svar i dag,  synes jeg, mere og mere tyder på, at ministeren svarer  nøjagtig det samme, som ministeren svarede den 21. januar  2003, og jeg citerer: »Men jeg betragter ikke den  forældrebetaling, der er i dag, som et problem.«",0
"Vi skal have et landbrug, der tager hensyn til miljøet og behandler vores husdyr ordentligt.",1
"Vi får færre penge at gøre  godt med til velfærden, og det betyder jo, at man enten vil  øge nedskæringerne, eller at statens tilbagebetaling af  gælden trækkes i langdrag, hvilket også underminerer de  økonomiske muligheder for at få en forbedret velfærd i  fremtiden.",0
"Men den dér smålige, lusede, fornærede  måde, man går til det på, hvor man reelt skærer hele vejen  igennem på alle projekterne og så kommer man med en  klatskilling bagefter i almisseenden, f.eks. på aids, f.eks.  altså på en række af de andre ting, miljøet kan vi tage  senere hen, når det kommer, sådan en lille klatskilling til  sidst, når man har skåret væk, det siger noget om, at der  ikke er spor af seriøsitet i det her.",1
Der må renses ud i alle de socialt uretfærdige fradrag og fiduser.,1
Det har de bl.a. gjort ved at vælge strejkekomiteer tilutlede kampen og sørge for at alle står sammen.,0
Skattereformen:  De gamle partiers diskussion går uden om det væsentlige.,0
"Vi skal af med en borgerlig regering, der i en række år med gode konjunkturer forspildte vældige muligheder.",0
"Men der er et sted, hvor vi i Dansk Folkeparti er lidt betænkelige, for med de her banklove fra EU med CRD IV, kapitalkravsdirektivet, kan vi jo se, at det jo senest er kommet frem, at der er nogle udfordringer set i forhold til den danske realkreditsektor.",0
"Familie- og forbrugerministeren (Carina Christensen): Jeg kan bekræfte, at hvis man får foretaget kunstig befrugtning også som enlig, jamen så udløser det retten til det særlige børnetilskud, og det gør det ene og alene, fordi et af kriterierne for at modtage det særlige børnetilskud er, at faderskabet er ukendt, og det er det i de situationer.",1
"Men rettede vi henvendelsen til finansministeren, ville han nok henvise til skatteministeren.",0
"Herved er det for det første lykkedes at  få opprioriteret naturgenopretning af Gudenåen, og miljø- og  energiminister Svend Auken vil nu revidere Miljøministeriets  overordnede målsætning og forvaltning af Gudenåen fra 1993  bl.a. med baggrund i gældende konventioner, direktiver m.v.",0
"Allerede i dag har man eksempler på, at borgere med 90.000 kr. i årsindtægt ikke har mere ud af det end borgere med kun 50.000 kroners indkomst.",0
DEN SOCIALE LOVGIVNING  Sociallovgivningen må forbedres grundigt.,0
"Ole Sohn er opmærksom på, at der siden 2001 er indhentet 125.000 attester, at der har været 21 positive, og at det egentlig er gået upåklageligt ad frivillighedens vej et langt stykke, hvor mange foreninger allerede har benyttet sig af det, fordi det har været anbefalet fra nogle af de store idrætsorganisationer.",0
Man behøver ikke at indføre Berufsverbot (som Alf Ross  m.fl. kunne ønske det).,0
"Men det, der sådan set kunne være interessant at høre om, er – og det kan vi så få lov til at spørge om om lidt: Når det nu er sådan, at ordføreren vil stå på mål for at forhøje indsatsen og skærpe kravene, måske op til det dobbelte eller endda det tredobbelte, så må man jo ud at finde dem nogle andre steder.",0
"Og hvad er det, regeringen har gjort i forhold til lige nøjagtig det faktum, at der kommer flere ældre?",0
"Den kaster sig fuldstændig i armene på Dansk Folkeparti og fru Pia Kjærsgaard, som ikke vil øge bistanden.",0
"Aktuel forskning viser nemlig, at jo ældre de unge bliver, jo flere trivselsproblemer opstår der - og her har sundhedsplejersker kompetencer til at gå ind.",0
"Kommunerne gør virkelig, som jeg siger, hvad de kan  inden for de økonomiske rammer for at få pasningsordninger  til at nå sammen.",0
I Enhedslisten er vi ikke i tvivl.,0
"Det er jo en kendt sag, at justitsministeren, også før han blev udnævnt til justitsminister, virkelig har slået hårdt på, at det med bekæmpelse af indbrud var noget af det vigtigste.",0
"Stress er blevet  en folkesygdom, som også  påvirker familierne.",0
"Mange indvandrere fra ikke-vestlige lande har en volds- og berigelseskriminalitet, der ligger adskillige gange højere end danskernes.",1
"Jeg ved godt, at der har været stor diskussion om, om det er til fordel for Danmark, eller om det ikke er til fordel for Danmark.",0
"Resultatet har været, at landbrugserhvervet har haft faldende indtægter i en tid, hvor de fleste andre befolkningsgrupper har haft stigning.",0
"Men jeg indrømmer, at det kan udspringe af min jyske naivitet.",0
"Mener man, at det er rimeligt, at en borger med dårlig ryg skal vente 6 måneder på at få stillet en diagnose, så den rette behandling kan gå i gang?",1
"Det er en afgørende opgave at støtte disse ideer, så ungdomsoprøret bliver til en konstruktiv indsats.",1
"Peter Skaarup, hvis der er nogen, der opildner til terror eller til drab, og jeg bliver lige så vred.",0
"Med den måde, hvorpå man skærer på udviklingsbistanden lige nu, med den måde, hvorpå man reducerer hjælpen til nærområderne – og det er generelt set, det er ikke kun i Danmark – bliver det faktisk rigtig svært at finansiere vand og mad til de mange flygtninge, der er lige nu.",1
"Jeg har taget det, fordi det kort og præcist er det, som en række eksperter i socialret siger, og som en lang række organisationer siger.",0
"Og jeg synes, det er lidt væsentligt  - for hr.",0
"Det er jo fremgået af debatten i dag, at der er forskellige meninger om, at tosprogede børn nu får pligt til at gå i dagtilbud 30 timer om ugen, hvis de har behov for sprogstimulering og en af barnets forældre ikke er i beskæftigelse.",0
"Jeg kan, og fru Vibeke Peschardt kan starte  et gårdmejeri, hvis fru Vibeke Peschardt ønsker det; det kan  lade sig gøre.",0
Danmark har spillet en væsentlig rolle som forsøg på at  bygge bro mellem regeringerne og de oprindelige folk.,0
Fuldt finansieret Forslaget er mest udgiftstungt i årene omkring 2025.,0
"Vi vil beskytte og udvide det såkaldte gratisprincip på områder, hvor det fremmer lønarbejdernes sociale og sundhedsmæssige situation.",0
"De særlige forhold i udviklingsområderne  Hvor ubebygget jord overgår til byudvikling, er der særlige problemer, fordi springet 1 jordværdien er så stort og så brat.",0
"Og vi stoler på, at alle bidrager med det, de kan – og vi forventer, at de gør det.",0
"Både ekspertudvalget og Konkurrencestyrelsen peger på, at åbne standarder generelt er med til at fremme konkurrencen.",0
"Søren Pape Poulsen er meget optaget af, hvor naturligt det her er, altså at det jo for filan ikke gør noget, at PET har gjort det ulovligt i et par år, og at det ikke er andet end naturligt, at man indhenter sådan nogle oplysninger her.",0
"Det kan ikke passe, at regeringen ikke kan se, at det her ikke hænger sammen.",0
Det er Socialdemokratiets målsætning at genskabe den fulde beskæftigelse og udbygge den sociale tryghed.,1
"Vi føler ikke et behov for, at lige netop det her  forslag skal vedtages, men vi føler et behov for, at den  danske regering følger det her område nøje.",0
