,text,label
184,Ja de vil ud. Men de har jo ikke taget stilling til hvordan de vil ud. Det er jo ikke en unilateral aftale hvor de bare kan diktere hvad de vil have og ikke vil have og så får de det.,negative
185,"Årh, den fest ville jeg gerne havde været med til!",positive
186,er der bestemt respekt for! Der er et spørgsmål om der efterhånden er respekt for Formanden,neutral
187,"Well, konsekvensen af Stram Kurs i valget bliver endnu et flygtningevalg, hvor Lars og Inger kan fremstå som fornuftens humane strammere. Sikker på der ikke blev sagt “en fløj i Venstre”? #dkpol",negative
188,"Det kan du sige, men med Artikel 13 bliver det jo det samme alle steder som fx også YouTube. Og som privat har man bare ikke det samme resch på sin egen blog",negative
189,"Derby spændingen og nervøsiteten ramte mig lige ret så hårdt. Tror dog stadig på 3 point. Kom så FC!! 
#sldk #fcklive",positive
190,"Begivenhedsrig første halvleg på både godt og ondt. Fodens scoring må varme enhver enhver Cityfans hjerte. Desværre måtte KdB humpe ud af banen med noget der ligner en forstrækning. 
#ManCitySpurs #pldk",positive
191,"Ej.. Nu må den ""jeg føler mig krænket""-plage, der har ramt landet, simpelthen stoppe!!! Kan ikke holde det ud.. Det er SATIRE.. Slå det op, læs om det, hvis I ikke forstår det..!!!",negative
192,Der har været er færdelsuheld på E20-motorvejen mellem Skærup og Fredericia i østgående retning. #politidk,neutral
193,"Min pointe er, at EU ikke er en afsondret tredjepart. Det er et fællesskab, som Danmark indgår i.",neutral
194,"Det er også sat på spidsen, Trump har eksempelvis haft massere af gode ting på menuen også. Ligesom det var pisse god tv at se Allan vælte rundt sent i programmet. 😂",positive
195,"Det kan være lidt småsvært at være socialdemokrat og finde et parti, der repræsenterer en i 2019's Danmark. Men det må da være komplet umulig at være liberal. #dkpol",negative
196,"BPA er verdens bedste kompensationsordning. Men den kan kun fungere, hvis de borgere der ønsker det, kan overdrage deres arbejdsgiveansvar. Den ret udhules fuldstændig, når kommunerne presser adm.bidraget i bund #dkpol @USER
[LINK]",neutral
197,Om noget er en krise eller ej kan ikke afgøres faktuelt,neutral
198,Find ud af hvordan patienter kommer ind i så skæve udredningsforløb #sundpol #dksund,negative
199,Kan vi ikke lukke ude fra konstant at tage skatteborgernes penge og bruge dem på tåbeligheder? #dkpol,negative
200,"Det er begrænset, hvor meget man kan uddybe på 200 tegn på twitter, men du kan læse hele forslaget her, hvor jeg vil mene der er svar på dine spørgsmål. Man anvender geografi, som kriterium",neutral
201,"Den seneste stigning i indkomstskatten blev foretaget af en venstre-ledet regering, der var gået til valg på at sænke den. Måske skræmmer det de radikale fra at love for meget?",neutral
202,"Tv-værten Abdel Aziz Mahmoud har købt [LINK],",neutral
203,Hvorfor gik du så ikke bare ud 🙄,negative
204,"Skal du med ud og samle affald på søndag? ♻️🥫🚬
Der er mere end tusind lokale indsamlinger tilmeldt den store affaldsindsamling på søndag. Find en indsamling nær dig og blive affaldshelt for en dag 👉 #dkgreen #TrashTag #affaldsindsamlingen",positive
205,"Jeg har heller ikke set så meget af det, men min fornemmelse for det, jeg følger af NHL er, at han holder Maple Leafs inde i serien",positive
206,"Fedt igen at se at Viasats eksperter er ukvalificeret. At graulund kan sætte Duncan og Zidan over Dame, er mærkeligt. At overhovedet have Duncan på en top fem kan udfordres. Santin, Jimmy Fall, Utaka, Pukki, Nordstrand, zuma osv er sgu da bedre end Dunken #sldk #biffck",negative
207,Det ser spændende ud! Men for en god ordens skyld: Det er og der holder konferencen. Vi er bare skriverkarle :-),positive
208,"Krimiromaner omdannes til tv-serie med Helsingør som omdrejningspunkt,",neutral
209,"Desværre. Ingen i DK er interesserede i at kende sandheden. Som f.eks. at markant øgede cigaretafgifter kan føre til FLERE unge rygere: 
[LINK]
Det er for stærkt at høre for svage sjæle ... 😅😅",negative
210,"Véd ikke hvor gammel du er, men på min ""Glad-liste"" er Stig Møllers ""Sikke´n dejlig dag det er i dag"" - også Gnags ""Lav sol over Århus"", ""Safari"", ""Slingrer ned af Vestergade"", ""Sensommer på Strøget"" plus mange andre.",positive
211,"Det kunne være en super drøm, ingen tvivl om det.

Men vi skal vente noget tid før det sker da vi 100 procent kommer ind på stabilitet som stadigvæk halter lige pt. Dog er jeg overrasket over at der er ikke sket de helt store udsving fra det afsluttende CPH Games.",positive
212,"Ok, vi husker lidt forskelligt, men essensen er jo den samme.",neutral
213,"Tja, nu er jeg ikke DF'er og bliver det aldrig, MEN det er dybt problematisk at unge mænd tyranniserer en bydel/Brønshøj Torv, får drevet vognen væk efter massiv chikane, stenkast, kanonslag osv, fordi den serverer svinekød! At DF buger det som stunt er fordi ingen har ageret før",negative
214,"Nu er billeder, meget svære at dømme ud fra. Men der kunne da helt sikkert have været faldet rødt kort i kampen. 
Nu er det jo ikke dommeren der kan sige han vil se VAR på en situation. Han dømmer kampen som han ser den, og så er det VAR rummet det skal melde til dommeren.",neutral
215,"Har du læst den? Jeg tror, det er en af de længste og mest gennemarbejdede artikler, vi bragte sidste år, og den er fortalt i flere kapitler og linker desuden til en række britiske mediers fortællinger.",neutral
216,"Berlingske lavede engang en artikel. Danskere udtalte sig for eller imod kongehuset og resultatet blev:""Der er historisk få republikanere i Danmark. Ca. 82 pct. af befolkningen ønsker at bevare monarkiet, mens kun 13 pct. ønsker at afskaffe det"". Held og lykke 🧐",neutral
217,"Spar rejseforsikringen, det er trods alt kun meget få der rammes af sygdom og ulykker på ferien #dkpol #dkmedier",neutral
218,"Nu er det så Swedbank og €135 milliarder, og endnu en direktør der friholdes fra ansvar og straf. Men det er da godt at højrebloggerne kan skælde ud over malerier i fængslerne. #proportioner #hvidvask #whitecollarcrime",negative
219,"Hvor tæt er vi på at kunne bremse aldring? Bør vi gøre det? Ville du selv, hvis du kunne? Vend de store spørgsmål med fra @USER: Bestil ham - helt gratis - til et foredrag (Læs om Forskningens døgn: [LINK]) #dkvid",positive
220,"Seneste topnyhed på : #nyheder Hård rock og hæder: Da Dronningen kom til Rungstedlund Intet er som det plejer, når Lars Von Trier er involveret.",neutral
221,Han har allerede indrømmet brugen af doping over for østrigsk politi,negative
222,"En oplysning, som vi ikke må overse! I sundhedsvæsenet skal vi behandle hinanden med respekt og ordentlighed.",positive
223,"Det har OGSÅ været en stor dag for tossen, når I lige pludselig tager ord som krig op af hatten og giver ham fuldplade-dækning.",negative
224,"Ikke i håndholdt consumerudstyr. 3,5 GHz blev også brugt til FWA i dk. Men det er irrelevant i denne forbindelse",neutral
225,Til dig eller hunden?,neutral
226,Kommunen kiggede med på Kevins Netflix-forbrug: Politikere skal drøfte kontrolarbejdet,neutral
227,"har faktisk ikke styr på noget som helst, derfor den lidt sure LLR for nærgående spørgsmål ;-) Han kan pakke sine sydfrugter, og smutte ned til resten af Vennerne i EU ;-) #dkpol",negative
228,"Hvad er meningen med #Livet? 
Meningen med #Livet – det er et spørgsmål, som de fleste nok har stillet sig. Men de færreste tror, at svaret findes. Men det gør ... #Filosofi #Trending #Vidstedu",positive
229,"Borgere anklager politiker i bibliotekssag: Du er inhabil Nr. Broby: Det er lidt pudsigt, at Søren Hillers, som både er skoleleder på Brobyskolerne og kommunalpolitiker for Radikale Venstre, har stemt for den biblioteksflytning, der gavner hans egen skole. D…[LINK]…",negative
230,"Endnu en gang må man spørge sig selv om, hvorfor denne type virksomhed ikke kan noteres i Danmark fremfor i Sverige. Jeg tror det er aktiesparekonto, kultur og manglende fokus på de spændende små virksomheder på den danske børs #iværksamf",negative
231,"tbh Jeg antager altid, at de fleste lande uden af Europa er farlige, for folk som mig. Det er mere sikker, end at antage det modsatte.",negative
232,"Cigaretter købt i udlandet uden afgifter, og solgt af bander i DK.
Markedet bliver stort og alle der køber vil synes at afgifter er forkert.
Kriminalisering har alle dage været dårligt for borgerne i den sidste ende.
Kampagner er langt bedre.
#dkpol",negative
233,"Tja. Jeg tror nu alligevel, at det var bedst for alle at Bashkim tog videre. Han havde ikke fået tiden til at nå det her niveau med konkurrencen i FCK, tror jeg. Er dog stadig ked af, at skaderne ødelagde det for ham i FCK.",neutral
234,Jeg er ikke specielt uenig. Men to ting: Jeg vil ikke være med til at sætte lighedstegn ml. sexarbejdere og kvinder. Og vi behøver slet ikke diskutere om sexkøb lever af og re-producere undertrykkelse og ødelagte liv. Men jeg ser ikke et forbud som en løsning.,negative
235,5-2 Hamburger SV-FC Midtjylland! '90: Mål til Hamburger SV,neutral
236,Jonas Kamper gør comeback i Randers FC - som sælger. #sldk,positive
237,"Er det noget a la det her? [LINK]
Der dukker lidt op under løbetøj til kvinder. Nu vil jeg også have et par! #osudenthighgap",positive
238,"Uh! Den kender jeg godt! Det er der, hvor man skal tolerant, med mindre det truer demokratiets mulighed for at sikre tolerancen, for så skal man derimod være intolerant overfor intolerancen.",negative
239,4 gange Kaptain arbejder i samme virksomhed,neutral
240,"Eksakt. For min skyld kunne man vise samtlige pitches. Jeg skulle nok æde de ekstra programmer, som det ville udløse👍🏻",neutral
241,"Blev EF Education First-trikoten lidt flottere i dag, efter Alberto Bettiol vandt Flandern? Det tror jeg faktisk.",positive
242,"det er ikke glemt i den danske folkeskole. En de eneste overlevende danskere fra Auschwitz er 90-årige Arlette Andersen hun har holdt mere end 400 foredrag for især unge
[LINK]",positive
243,"Ingen kender jo et eventuelt erstatningskrav - det er det vi skal have undersøgt og så forhandlet med bevillingshaverne. Taler du indtægter snakker vi, som sagt, 4 mia. kr. årligt fra 2030 og frem",neutral
244,Sondre Slettemark vandt Future Star-konkurrence ved VM,positive
245,Det er lige med at holde på hat og briller. Det bliver en dag fyldt med blæst 🌬🌬,neutral
246,"Det gøre det jo lige akkurat. Brøndby er vel den klub i kongeriget, der er mest interesse for. Mediedækningen ville på ingen måde være så massiv, hvis det alene drejede sig om Anderlecht/Brügge. Så spændende er Belgisk fodbold bare ikke.",negative
247,S og R lægger landbrugets svigt ved regeringens fødder,negative
248,"(2) Men der er et paradoksproblem her, der udstiller hvor inkonsekvent vores lovgivning er:
Hash er ikke særlig fysisk skadeligt - men folk får alligevel KOL og kræft af det.
Hvorfor? Fordi de blander det ulovlige stof med et lovligt stof: tobak.
Som er livsfarligt.
""Logik""?",negative
249,Advice bekræfter hemmeligt samarbejde med Falck mod Bios: »Vi beklager det dybt«,neutral
250,"Risgård, og nu Kvist. s midtbanelegender takker af til sommer. Er der nogen, der tør spå om, hvem der kan være de næste danskere med den status? #sldk #FCKOB #AaBHOB",neutral
251,"Der er mange knuste æg, men ingen omelet!",negative
252,"Læs mere om samrådet her i 
[LINK]
#Skolechat",neutral
253,"Coop: Skjulte smøger sender salget til andre kæder Det er en god idé at gemme cigaretter væk i butikker, mener Coop, der efterlyser politisk handling på området.",positive
254,"#Asfaltaftalen får skarp kritik: 
""Den skal være meget mere grøn. Regeringen og Dansk Folkeparti vækker frustration i rød blok, hvor glæder sig til at rulle aftalen tilbage efter et valg med muligt rødt flertal.""
Citat: Berlingske kun for abonnenter
#dkpol #dkmedier",negative
255,"Ikke her (se link). Men lad det nu ligge. Vi kommer tydeligvis ingen vegne. Der er meget andet at bruge tid på.
[LINK]",negative
256,🤣🤣 frygtligt at de forsøger at manipulere så meget det er for tosset altså :(,negative
257,"Skål, og fremragende navneskift",positive
258,"Naturen er i krise og mangfoldigheden går tilbage i katastrofalt tempo. Vi tror på, at vi skal genetablere et nært forhold til naturen for at bekymre os om den - og passe på den. Derfor foreslår vi en demokratisering af vores natur #dkpol #dkgreen #fv19",negative
259,"Det er et virkelig interessant skridt, Danske Bank-koncernen har taget her. De tager det officielle danske eksportforbud mod militært udstyr til Saudi-Arabien og bruger det på alle deres investeringer i verden #dkpol",negative
260,Der er allerede i dag betalte arbejdsmarkedsuddannelser og vi betaler allerede i dag til det system.,negative
261,Jeg vil gerne bruge udtrykket skrupskøre mennesker. Folk er jo blevet sindsyge af alt det farve snak. Brug nu bare den sunde fornuft!,negative
262,"Ja, for man kan jo gennemskue et valgstunt når man ser det. Jeg vil gerne se de samme tage ud når der ikke er valg. Det er hvad jeg mener. For så ville det give mening. 

Ingen har sagt de ikke skal ud.",neutral
263,At der skal være plads til udemokratiske religiøse nazister foran landets parlament siger alt om den seneste generation af landsforræderiske politikere #dkpol #TagDanmarkTilbage #islam,negative
264,"Er de nedslidte på baggrund af helt konkrete kriterier, så får de noget ud af regeringens aftale. Men selvfølgelig er det også nemmere ikke at blive konkret.",negative
265,"kommer til at hjælpe med at strømline og eksekvere Strategi 6.4. Og selvfølgelig skal vores presspil nuanceres og udvikles, men det kommer den nye træner til at stå for. Tror ikke vi kommer til at være så ultimative i presset, som under AZ, men mindre er også ok.",neutral
266,"I anledning af #1maj støtter jeg endnu engang kampen imod #ulovliglogning.

#dkpol",positive
267,"På tide, at forbrugerrådet , finansrådet eller bare nogen gør noget ved dette fænomen. Trygs koncept er fuldstændig sindssygt: Hvis min...",negative
268,"LA's Benny Bonde fra Haderslev er ikke pylret - snupper lige et telefoninterview direkte fra sygehuset, hvor han er akut indlagt med blodprop i hjernen. Den ene arm og den ene side af ansigtet virker ikke, men der er mange andre, der har det værre...",positive
269,Det er et super initiativ. Det er i partnerskab på tværs af sektorer løsningerne på sundhedsudfordringerne skal findes. Der er en særlig udfordring for msk. m psykisk sygdom,positive
270,"Føler mig langt fra fattig, venstreorienteret JA. Nogle må 
forsvare samfundets svageste når VLAK har valgt at nedgøre/ydmyge
dårligst stillede med fattighjælps ydelser ! ""Elitens kloak""?
Når det regner med overflod i whisky bæltet får jeg råd til en ekstra øl
@USER",negative
271,"Det siges at ""intet er så skidt, at det ikke er godt for noget"".
Selvom Rasmus Paludan, Stram Kurs i sig selv er forrykt vil
han uden tvivl stjæle stemmer fra både Pernille Vermunds
@USER og Pia Kjærsgaards så kabalen
med FÆRRE racister i Folketinget går op",positive
272,Innovationsværkstedet på Transport 2019 bød også på en reel pre verdenspremiere #dktrp #dkgreen #dkbiz,neutral
273,"Men det har da stadig ikke noget at gøre med, om jøderne i Danmark rent faktisk var velintegrerede.",neutral
274,Tilskuer-boom i Superligaen: FCK spurter frem #brøndby #fcklive #agf #fcm #aab,positive
275,"har tabt sutten - det er jo pinligt, det her: “V-ministre indkaldte til pressemøde for at kritisere Socialdemokratiet”

[LINK]",negative
276,"Major2020 Tlan recap - Produceret af @USER

Nogle gange er vi pis, andre gange er vi ikke - det er bare #JGS",neutral
277,"Den foreløbige tidshorisont er, at ændringerne gælder til og med fredag d. 26/4.

Rejseplanen opdateres med ændringerne i løbet af onsdag formiddag.",neutral
278,"0-1 AaB-Vejle Boldklub! '6: Mål af Gustaf Nilsson, Vejle Boldklub",positive
279,"Ved ikke om det ligefrem lyder som et overfald. Dem fra XR jeg snakkede med i dag talte i øvrigt dansk og understregede netop, at de er ikke-voldelige. Og det er da også sådan, det skal være.",positive
280,Og jeg gætter på at det hele hænger sammen med klimaforandringerne at vi ser disse udsving? #dkpol #dkgreen,neutral
281,18 danskere smittet af sjælden mave-tarminfektion,neutral
